Id,solution
901,0.028657
902,0.040789
903,0.013915
904,0.012618
905,0.013651
906,0.022266
907,0.100045
908,0.135792
909,0.081215
910,0.027418
911,0.023165
912,0.034877
913,0.012335
914,0.015556
915,0.056288
916,0.011520
917,0.018946
918,0.021463
919,0.032381
920,0.037815
921,0.052883
922,0.143217
923,0.134939
924,0.012686
925,0.012342
926,0.046135
927,0.051624
928,0.026565
929,0.057918
930,0.186449
931,0.079046
932,0.021502
933,0.015259
934,0.015211
935,0.012897
936,0.016146
937,0.025649
938,0.017398
939,0.028529
940,0.018361
941,0.079429
942,0.015793
943,0.049416
944,0.188217
945,0.016348
946,0.014046
947,0.044998
948,0.019067
949,0.013300
950,0.034396
951,0.004895
952,0.108275
953,0.031066
954,0.015836
955,0.141637
956,0.046499
957,0.013286
958,0.037001
959,0.019234
960,0.017563
961,0.015366
962,0.022648
963,0.011877
964,0.017696
965,0.020953
966,0.027322
967,0.053035
968,0.069250
969,0.192992
970,0.164371
971,0.016126
972,0.357082
973,0.011873
974,0.061130
975,0.014022
976,0.014391
977,0.088401
978,0.064620
979,0.038840
980,0.481162
981,0.013748
982,0.013755
983,0.018325
984,0.015419
985,0.059828
986,0.231543
987,0.011617
988,0.015522
989,0.018321
990,0.017347
991,0.030604
992,0.012427
993,0.015297
994,0.035763
995,0.014203
996,0.378740
997,0.016633
998,0.022803
999,0.020587
1000,0.022646
1001,0.016065
1002,0.058989
1003,0.023215
1004,0.023918
1005,0.075417
1006,0.015116
1007,0.072882
1008,0.013227
1009,0.012114
1010,0.009505
1011,0.012622
1012,0.018640
1013,0.018411
1014,0.065713
1015,0.035313
1016,0.186567
1017,0.021012
1018,0.393458
1019,0.033955
1020,0.015720
1021,0.020726
1022,0.023106
1023,0.012885
1024,0.238294
1025,0.011972
1026,0.016881
1027,0.024687
1028,0.017511
1029,0.017080
1030,0.019724
1031,0.014524
1032,0.015759
1033,0.012172
1034,0.050935
1035,0.011722
1036,0.014039
1037,0.013436
1038,0.004919
1039,0.020755
1040,0.012053
1041,0.042042
1042,0.265216
1043,0.013123
1044,0.048154
1045,0.018260
1046,0.016724
1047,0.011616
1048,0.034534
1049,0.012129
1050,0.016500
1051,0.023856
1052,0.044425
1053,0.170271
1054,0.016409
1055,0.087669
1056,0.014903
1057,0.015037
1058,0.014618
1059,0.086484
1060,0.040590
1061,0.035192
1062,0.068820
1063,0.014973
1064,0.017713
1065,0.092225
1066,0.077379
1067,0.033141
1068,0.013855
1069,0.018478
1070,0.014895
1071,0.017650
1072,0.080568
1073,0.339948
1074,0.018767
1075,0.030769
1076,0.075561
1077,0.049724
1078,0.015786
1079,0.089540
1080,0.043885
1081,0.068820
1082,0.060983
1083,0.030963
1084,0.078337
1085,0.028822
1086,0.012398
1087,0.030798
1088,0.074893
1089,0.307117
1090,0.018046
1091,0.013917
1092,0.012162
1093,0.059815
1094,0.012280
1095,0.088003
1096,0.062157
1097,0.054835
1098,0.068137
1099,0.132618
1100,0.086167
1101,0.018719
1102,0.013972
1103,0.023054
1104,0.011587
1105,0.028366
1106,0.064799
1107,0.009494
1108,0.104442
1109,0.128399
1110,0.021204
1111,0.019910
1112,0.015671
1113,0.015690
1114,0.031905
1115,0.020480
1116,0.018352
1117,0.100739
1118,0.247013
1119,0.011334
1120,0.021309
1121,0.027461
1122,0.010310
1123,0.015471
1124,0.145083
1125,0.030737
1126,0.098066
1127,0.025095
1128,0.243788
1129,0.024628
1130,0.027870
1131,0.017274
1132,0.697311
1133,0.013541
1134,0.079782
1135,0.158494
1136,0.060713
1137,0.017162
1138,0.016493
1139,0.026610
1140,0.015060
1141,0.011636
1142,0.013124
1143,0.151398
1144,0.294910
1145,0.053449
1146,0.022291
1147,0.054136
1148,0.032087
1149,0.034436
1150,0.016966
1151,0.025994
1152,0.085027
1153,0.015375
1154,0.012423
1155,0.139130
1156,0.015627
1157,0.482423
1158,0.624203
1159,0.021774
1160,0.013238
1161,0.234691
1162,0.041981
1163,0.023202
1164,0.065799
1165,0.035209
1166,0.021936
1167,0.697311
1168,0.012763
1169,0.011727
1170,0.021086
1171,0.305638
1172,0.021661
1173,0.022189
1174,0.015338
1175,0.059866
1176,0.505710
1177,0.845138
1178,0.230819
1179,0.016390
1180,0.039569
1181,0.711451
1182,0.043257
1183,0.050361
1184,0.126313
1185,0.028497
1186,0.113359
1187,0.063522
1188,0.824744
1189,0.064847
1190,0.011434
1191,0.478656
1192,0.013238
1193,0.607127
1194,0.048271
1195,0.109744
1196,0.014195
1197,0.016602
1198,0.013902
1199,0.056860
1200,0.065476
1201,0.031066
1202,0.004889
1203,0.012287
1204,0.016134
1205,0.017928
1206,0.016218
1207,0.555084
1208,0.041338
1209,0.117244
1210,0.016260
1211,0.098195
1212,0.142475
1213,0.012737
1214,0.012095
1215,0.802118
1216,0.014259
1217,0.057035
1218,0.012933
1219,0.031169
1220,0.026963
1221,0.046362
1222,0.064975
1223,0.096801
1224,0.019245
1225,0.069153
1226,0.015302
1227,0.016288
1228,0.058344
1229,0.137547
1230,0.251103
1231,0.023497
1232,0.117611
1233,0.016213
1234,0.744183
1235,0.879389
1236,0.011216
1237,0.068274
1238,0.426676
1239,0.064775
1240,0.016100
1241,0.016530
1242,0.038470
1243,0.012438
1244,0.021996
1245,0.041706
1246,0.067067
1247,0.030210
1248,0.016149
1249,0.090859
1250,0.024095
1251,0.114430
1252,0.034418
1253,0.012095
1254,0.095537
1255,0.032635
1256,0.064860
1257,0.037039
1258,0.015731
1259,0.012879
1260,0.177972
1261,0.015747
1262,0.123877
1263,0.099536
1264,0.017602
1265,0.013396
1266,0.030596
1267,0.137361
1268,0.059143
1269,0.045903
1270,0.037460
1271,0.012834
1272,0.251051
1273,0.051641
1274,0.078391
1275,0.051232
1276,0.638903
1277,0.033558
1278,0.238273
1279,0.021023
1280,0.011606
1281,0.230538
1282,0.020329
1283,0.054159
1284,0.088566
1285,0.014990
1286,0.017220
1287,0.025626
1288,0.154606
1289,0.021494
1290,0.067057
1291,0.019805
1292,0.087190
1293,0.040857
1294,0.672241
1295,0.076910
1296,0.010574
1297,0.070592
1298,0.010423
1299,0.010767
1300,0.081660
1301,0.041069
1302,0.022154
1303,0.057349
1304,0.068126
1305,0.010540
1306,0.013170
1307,0.060807
1308,0.016330
1309,0.020048
1310,0.030632
1311,0.011312
1312,0.019335
1313,0.094480
1314,0.013708
1315,0.082508
1316,0.030398
1317,0.703629
1318,0.011589
1319,0.014216
1320,0.011581
1321,0.011520
1322,0.023018
1323,0.044366
1324,0.034312
1325,0.080149
1326,0.016722
1327,0.036665
1328,0.050395
1329,0.097552
1330,0.033771
1331,0.033548
1332,0.017234
1333,0.043425
1334,0.024557
1335,0.086336
1336,0.058582
1337,0.012095
1338,0.037739
1339,0.140343
1340,0.033140
1341,0.019726
1342,0.037979
1343,0.013847
1344,0.025813
1345,0.021770
1346,0.014219
1347,0.088850
1348,0.080862
1349,0.156892
1350,0.012120
1351,0.042794
1352,0.030309
1353,0.014434
1354,0.012356
1355,0.011948
1356,0.024742
1357,0.050514
1358,0.011711
1359,0.018651
1360,0.012194
1361,0.177538
1362,0.014198
1363,0.014531
1364,0.036352
1365,0.084977
1366,0.012784
1367,0.014116
1368,0.129927
1369,0.606211
1370,0.016791
1371,0.126757
1372,0.016434
1373,0.015465
1374,0.043389
1375,0.050971
1376,0.014608
1377,0.322516
1378,0.016930
1379,0.023504
1380,0.015750
1381,0.078895
1382,0.060427
1383,0.072316
1384,0.012348
1385,0.031239
1386,0.013741
1387,0.038305
1388,0.040511
1389,0.059603
1390,0.086513
1391,0.023961
1392,0.013956
1393,0.035596
1394,0.110771
1395,0.052594
1396,0.030709
1397,0.028974
1398,0.027726
1399,0.068351
1400,0.041061
1401,0.018897
1402,0.017263
1403,0.016783
1404,0.076523
1405,0.015650
1406,0.014413
1407,0.031367
1408,0.036936
1409,0.022018
1410,0.022510
1411,0.014353
1412,0.024952
1413,0.023533
1414,0.016984
1415,0.016698
1416,0.011332
1417,0.083628
1418,0.013522
1419,0.671632
1420,0.020053
1421,0.070592
1422,0.062296
1423,0.011744
1424,0.085513
1425,0.017630
1426,0.014213
1427,0.016007
1428,0.020901
1429,0.030011
1430,0.024814
1431,0.136001
1432,0.014233
1433,0.021421
1434,0.013724
1435,0.016061
1436,0.344690
1437,0.018500
1438,0.016556
1439,0.023463
1440,0.207092
1441,0.014002
1442,0.011606
1443,0.015316
1444,0.022865
1445,0.016590
1446,0.285264
1447,0.113225
1448,0.015648
1449,0.021241
1450,0.015184
1451,0.116837
1452,0.020579
1453,0.015512
1454,0.011664
1455,0.038380
1456,0.343407
1457,0.027120
1458,0.013952
1459,0.013333
1460,0.029078
1461,0.017241
1462,0.017648
1463,0.103311
1464,0.015263
1465,0.014606
1466,0.021075
1467,0.039088
1468,0.016606
1469,0.113387
1470,0.015427
1471,0.037203
1472,0.025940
1473,0.011332
1474,0.032588
1475,0.190298
1476,0.110387
1477,0.032298
1478,0.013494
1479,0.087748
1480,0.025888
1481,0.013252
1482,0.085480
1483,0.018793
1484,0.010730
1485,0.190347
1486,0.322397
1487,0.044849
1488,0.012899
1489,0.072120
1490,0.024861
1491,0.039982
1492,0.036918
1493,0.018666
1494,0.030161
1495,0.146946
1496,0.020039
1497,0.012334
1498,0.092901
1499,0.011504
1500,0.021407
1501,0.138620
1502,0.038802
1503,0.097357
1504,0.083191
1505,0.016727
1506,0.058139
1507,0.028232
1508,0.047963
1509,0.014438
1510,0.011334
1511,0.012786
1512,0.017984
1513,0.031565
1514,0.022298
1515,0.020588
1516,0.012005
1517,0.185614
1518,0.046017
1519,0.025265
1520,0.015258
1521,0.053977
1522,0.030132
1523,0.027661
1524,0.017729
1525,0.038420
1526,0.138264
1527,0.120591
1528,0.018907
1529,0.039569
1530,0.023008
1531,0.026137
1532,0.036518
1533,0.077163
1534,0.065369
1535,0.016856
1536,0.013115
1537,0.240257
1538,0.015072
1539,0.012294
1540,0.016370
1541,0.212803
1542,0.016986
1543,0.022695
1544,0.032182
1545,0.022252
1546,0.012390
1547,0.093818
1548,0.042438
1549,0.052283
1550,0.016476
1551,0.017821
1552,0.018994
1553,0.095627
1554,0.020632
1555,0.753625
1556,0.019128
1557,0.014638
1558,0.526172
1559,0.070464
1560,0.128158
1561,0.024969
1562,0.013313
1563,0.058016
1564,0.014008
1565,0.041360
1566,0.025730
1567,0.013960
1568,0.004945
1569,0.035670
1570,0.274836
1571,0.012838
1572,0.046714
1573,0.041174
1574,0.012104
1575,0.015097
1576,0.040079
1577,0.011680
1578,0.026220
1579,0.012256
1580,0.011833
1581,0.010905
1582,0.012177
1583,0.009891
1584,0.013900
1585,0.016306
1586,0.094905
1587,0.082265
1588,0.214613
1589,0.015568
1590,0.016363
1591,0.040090
1592,0.012240
1593,0.014279
1594,0.176142
1595,0.136912
1596,0.019659
1597,0.013797
1598,0.016198
1599,0.029391
1600,0.011141
1601,0.015587
1602,0.014262
1603,0.089181
1604,0.014510
1605,0.015036
1606,0.038127
1607,0.032409
1608,0.042071
1609,0.020681
1610,0.012287
1611,0.029301
1612,0.081361
1613,0.043602
1614,0.045227
1615,0.016686
1616,0.837703
1617,0.767996
1618,0.029084
1619,0.063601
1620,0.726482
1621,0.692243
1622,0.053774
1623,0.724268
1624,0.054373
1625,0.012069
1626,0.012097
1627,0.040081
1628,0.012369
1629,0.014555
1630,0.016533
1631,0.016474
1632,0.172066
1633,0.190256
1634,0.029862
1635,0.018914
1636,0.039353
1637,0.020008
1638,0.012991
1639,0.013417
1640,0.040746
1641,0.014756
1642,0.012674
1643,0.013458
1644,0.013085
1645,0.013976
1646,0.016073
1647,0.845138
1648,0.055234
1649,0.016882
1650,0.047432
1651,0.531652
1652,0.011803
1653,0.016770
1654,0.119844
1655,0.012466
1656,0.011553
1657,0.011654
1658,0.026441
1659,0.034679
1660,0.561775
1661,0.036346
1662,0.069645
1663,0.016154
1664,0.069568
1665,0.021786
1666,0.013354
1667,0.016970
1668,0.067639
1669,0.014483
1670,0.012257
1671,0.012103
1672,0.022462
1673,0.016154
1674,0.260678
1675,0.012095
1676,0.059322
1677,0.013391
1678,0.378358
1679,0.016304
1680,0.014776
1681,0.266916
1682,0.054681
1683,0.014714
1684,0.034023
1685,0.013343
1686,0.052963
1687,0.015774
1688,0.032754
1689,0.075873
1690,0.125981
1691,0.037983
1692,0.018475
1693,0.172578
1694,0.060615
1695,0.084052
1696,0.050585
1697,0.023822
1698,0.038958
1699,0.153616
1700,0.057392
1701,0.017805
1702,0.032939
1703,0.013234
1704,0.070841
1705,0.012980
1706,0.036108
1707,0.068910
1708,0.014589
1709,0.012965
1710,0.064481
1711,0.054527
1712,0.019837
1713,0.114532
1714,0.013408
1715,0.017616
1716,0.014206
1717,0.046525
1718,0.424444
1719,0.011814
1720,0.014790
1721,0.118223
1722,0.019466
1723,0.064929
1724,0.013852
1725,0.054101
1726,0.028194
1727,0.086451
1728,0.270831
1729,0.012435
1730,0.016681
1731,0.060384
1732,0.034091
1733,0.027867
1734,0.020019
1735,0.200320
1736,0.260636
1737,0.035979
1738,0.149350
1739,0.020204
1740,0.062817
1741,0.014998
1742,0.070592
1743,0.038192
1744,0.063754
1745,0.013089
1746,0.365233
1747,0.014909
1748,0.032233
1749,0.013920
1750,0.011248
1751,0.016918
1752,0.014384
1753,0.032355
1754,0.012797
1755,0.064442
1756,0.519893
1757,0.014150
1758,0.020313
1759,0.032275
1760,0.011891
1761,0.014035
1762,0.012827
1763,0.014062
1764,0.017416
1765,0.014926
1766,0.068296
1767,0.355413
1768,0.071616
1769,0.013221
1770,0.014616
1771,0.180111
1772,0.012275
1773,0.210766
1774,0.023789
1775,0.012775
1776,0.018055
1777,0.035616
1778,0.031165
1779,0.054920
1780,0.015627
1781,0.025089
1782,0.012764
1783,0.039152
1784,0.017135
1785,0.039569
1786,0.013843
1787,0.011597
1788,0.131266
1789,0.017280
1790,0.015449
1791,0.012913
1792,0.084629
1793,0.016772
1794,0.034450
1795,0.090017
1796,0.024363
1797,0.015552
1798,0.042187
1799,0.213822
1800,0.012056
1801,0.079797
1802,0.013761
1803,0.024762
1804,0.011504
1805,0.025200
1806,0.078397
1807,0.039395
1808,0.046542
1809,0.025581
1810,0.824328
1811,0.094612
1812,0.026077
1813,0.040691
1814,0.012526
1815,0.039177
1816,0.043377
1817,0.013067
1818,0.004945
1819,0.026345
1820,0.086513
1821,0.012001
1822,0.010749
1823,0.032539
1824,0.013523
1825,0.106254
1826,0.074159
1827,0.012256
1828,0.027096
1829,0.046801
1830,0.040878
1831,0.614661
1832,0.036498
1833,0.015150
1834,0.277235
1835,0.384887
1836,0.048493
1837,0.052432
1838,0.022617
1839,0.071290
1840,0.020042
1841,0.014596
1842,0.011520
1843,0.088859
1844,0.037221
1845,0.030916
1846,0.088203
1847,0.191802
1848,0.018431
1849,0.069524
1850,0.033059
1851,0.004945
1852,0.015655
1853,0.029523
1854,0.011636
1855,0.056673
1856,0.017260
1857,0.014025
1858,0.016540
1859,0.081353
1860,0.033864
1861,0.072660
1862,0.032019
1863,0.403773
1864,0.015601
1865,0.014862
1866,0.077770
1867,0.072158
1868,0.013020
1869,0.015036
1870,0.027593
1871,0.016471
1872,0.033310
1873,0.013650
